index,cohorte_passage,gd_discipline,reussite_3_ans,passage_en_l2_2_ans,reussite_3_4_ans,reorientation_en_dut,redoublement_en_l1,effectif_neobacheliers_reussite,discipline_lib,effectif_neobacheliers_passage,sexe_lib,serie_bac,gd_discipline_lib,age_au_bac_lib,passage_en_l2_1_2_ans,discipline,sexe,mention_bac,age_au_bac,passage_en_l2_1_an,reorientation_en_dut_1_an,reorientation_en_dut_2_ans,sect_disciplinaire_lib,reussite_4_ans,serie_bac_lib,mention_bac_lib,sect_disciplinaire,cohorte_reussite
1506,2014,LLSH,1.0,,1.0,,,2.0,Sciences humaines et sociales,,Homme,1,"Lettres, langues et sciences humaines",En retard d'un an,,6,1,D,R1,,,,Aménagement,0.0,BAC L,Passable premier groupe,29,2012
1507,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,5.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,6,2,A,R0,4.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",,BAC ES,Très bien,30,2012
1508,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,1.0,6,2,A,R1,1.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",,BAC ES,Très bien,30,2012
1509,2014,LLSH,0.0,0.0,0.0,1.0,0.0,1.0,Sciences humaines et sociales,3.0,Homme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,6,1,C,R0,2.0,1.0,0.0,"Archéologie, ethnologie, préhistoire",0.0,BAC S,Assez bien,30,2012
1510,2014,LLSH,16.0,2.0,20.0,2.0,4.0,25.0,Sciences humaines et sociales,67.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,58.0,6,2,A,R0,56.0,1.0,1.0,Psychologie,4.0,BAC L,Très bien,32,2012
1511,2014,LLSH,35.0,24.0,63.0,2.0,72.0,202.0,Sciences humaines et sociales,178.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,69.0,6,2,P,R0,45.0,1.0,1.0,Psychologie,28.0,BAC L,Passable deuxième groupe,32,2012
1512,2014,LLSH,0.0,0.0,0.0,0.0,0.0,1.0,Sciences humaines et sociales,3.0,Homme,3,"Lettres, langues et sciences humaines",En retard d'un an,3.0,6,1,B,R1,3.0,0.0,0.0,Psychologie,0.0,BAC S,Bien,32,2012
1513,2014,LLSH,1.0,,1.0,,,3.0,Sciences humaines et sociales,,Homme,3,"Lettres, langues et sciences humaines",En retard de plus d'un an,,6,1,C,R2,,,,Psychologie,0.0,BAC S,Assez bien,32,2012
1514,2014,LLSH,1.0,2.0,2.0,0.0,11.0,24.0,Sciences humaines et sociales,14.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,6,1,P,R0,0.0,0.0,0.0,Psychologie,1.0,BAC STMG,Passable deuxième groupe,32,2012
1515,2014,LLSH,2.0,0.0,3.0,0.0,5.0,18.0,Sciences humaines et sociales,9.0,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,6,1,P,R2,0.0,0.0,0.0,Psychologie,1.0,BAC technologique hors STMG,Passable deuxième groupe,32,2012
1516,2014,LLSH,0.0,0.0,0.0,0.0,0.0,2.0,Sciences humaines et sociales,1.0,Homme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,6,1,Q,R2,0.0,0.0,0.0,"Sociologie, démographie",0.0,BAC L,Inconnue,33,2012
1517,2014,SI,,1.0,,0.0,0.0,,"Sciences de la vie, de la terre et de l'univers",1.0,Femme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,1.0,9,2,A,R2,0.0,0.0,0.0,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",,BAC technologique hors STMG,Très bien,69,2012
1518,2014,SI,,0.0,,0.0,2.0,,"Sciences de la vie, de la terre et de l'univers",7.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,9,1,C,R4,0.0,0.0,0.0,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",,BAC professionnel,Assez bien,69,2012
1519,2014,SI,16.0,1.0,16.0,2.0,1.0,46.0,Sciences fondamentales et applications,84.0,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,79.0,15,1,A,R0,78.0,2.0,0.0,Mathématiques,0.0,BAC S,Très bien,1,2012
1520,2014,SI,0.0,9.0,4.0,2.0,14.0,13.0,Sciences fondamentales et applications,31.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,20.0,15,2,P,R0,11.0,2.0,0.0,Mathématiques,4.0,BAC S,Passable deuxième groupe,1,2012
1521,2014,SI,1.0,1.0,1.0,0.0,1.0,7.0,Sciences fondamentales et applications,6.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,4.0,15,2,Q,R0,3.0,0.0,0.0,Mathématiques,0.0,BAC S,Inconnue,1,2012
1522,2014,SI,,1.0,,0.0,1.0,,Sciences fondamentales et applications,1.0,Homme,4,Sciences et sciences de l'ingénieur,En retard de plus d'un an,1.0,15,1,C,R2,0.0,0.0,0.0,Mathématiques,,BAC STMG,Assez bien,1,2012
1523,2014,SI,0.0,0.0,1.0,0.0,0.0,5.0,Sciences fondamentales et applications,1.0,Femme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,2,D,R0,0.0,0.0,0.0,Physique,1.0,BAC ES,Passable premier groupe,2,2012
1524,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,,15,1,P,R1,,,,Physique,0.0,BAC ES,Passable deuxième groupe,2,2012
1525,2014,SI,0.0,,0.0,,,2.0,Sciences fondamentales et applications,,Femme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,,15,2,Q,R2,,,,Physique,0.0,BAC S,Inconnue,2,2012
1526,2014,SI,1.0,0.0,1.0,1.0,1.0,3.0,Sciences fondamentales et applications,7.0,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,2,D,R1,0.0,1.0,0.0,Physique,0.0,BAC technologique hors STMG,Passable premier groupe,2,2012
1527,2014,SI,0.0,0.0,0.0,0.0,2.0,2.0,Sciences fondamentales et applications,3.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,1,Q,R4,0.0,0.0,0.0,Physique,0.0,BAC professionnel,Inconnue,2,2012
1528,2014,SI,0.0,0.0,0.0,0.0,1.0,6.0,Sciences fondamentales et applications,2.0,Homme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,1,P,R2,0.0,0.0,0.0,Chimie,0.0,BAC technologique hors STMG,Passable deuxième groupe,3,2012
1529,2014,SI,,0.0,,0.0,3.0,,Sciences fondamentales et applications,3.0,Femme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,2,P,R2,0.0,0.0,0.0,Chimie,,BAC technologique hors STMG,Passable deuxième groupe,3,2012
1530,2014,SI,0.0,0.0,0.0,0.0,2.0,1.0,Sciences fondamentales et applications,2.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,1,P,R4,0.0,0.0,0.0,Chimie,0.0,BAC professionnel,Passable deuxième groupe,3,2012
1531,2014,SI,4.0,5.0,6.0,0.0,7.0,6.0,Sciences fondamentales et applications,16.0,Homme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,11.0,15,1,B,R0,6.0,0.0,0.0,Mathématiques appliquées et sciences sociales,2.0,BAC ES,Bien,4,2012
1532,2014,SI,2.0,4.0,4.0,0.0,5.0,7.0,Sciences fondamentales et applications,12.0,Femme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,5.0,15,2,P,R0,1.0,0.0,0.0,Mathématiques appliquées et sciences sociales,2.0,BAC ES,Passable deuxième groupe,4,2012
1533,2014,SI,1.0,0.0,3.0,0.0,2.0,5.0,Sciences fondamentales et applications,3.0,Homme,2,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,1,D,R2,0.0,0.0,0.0,Mathématiques appliquées et sciences sociales,2.0,BAC ES,Passable premier groupe,4,2012
1534,2014,SI,1.0,0.0,1.0,0.0,0.0,1.0,Sciences fondamentales et applications,1.0,Femme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,2,C,R2,0.0,0.0,0.0,Mathématiques appliquées et sciences sociales,0.0,BAC S,Assez bien,4,2012
1535,2014,SI,,0.0,,0.0,1.0,,Sciences fondamentales et applications,2.0,Homme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,1,P,R0,0.0,0.0,0.0,Mathématiques appliquées et sciences sociales,,BAC technologique hors STMG,Passable deuxième groupe,4,2012
1536,2014,SI,0.0,1.0,0.0,0.0,2.0,4.0,Sciences fondamentales et applications,4.0,Homme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,15,1,P,R0,0.0,0.0,0.0,Génie civil,0.0,BAC technologique hors STMG,Passable deuxième groupe,12,2012
1537,2014,SI,0.0,,0.0,,,2.0,Sciences fondamentales et applications,,Homme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,,15,1,P,R2,,,,Génie des procédés,0.0,BAC technologique hors STMG,Passable deuxième groupe,13,2012
1538,2014,SI,,0.0,,0.0,1.0,,Sciences fondamentales et applications,1.0,Femme,1,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,2,D,R2,0.0,0.0,0.0,Informatique,,BAC L,Passable premier groupe,14,2012
1539,2014,SI,1.0,1.0,3.0,0.0,8.0,21.0,Sciences fondamentales et applications,21.0,Homme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,9.0,15,1,D,R2,8.0,0.0,0.0,Informatique,2.0,BAC S,Passable premier groupe,14,2012
1540,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Homme,4,Sciences et sciences de l'ingénieur,En retard d'un an,,15,1,Q,R1,,,,Informatique,0.0,BAC STMG,Inconnue,14,2012
1541,2014,SI,0.0,0.0,0.0,0.0,1.0,2.0,Sciences fondamentales et applications,2.0,Homme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,15,1,Q,R0,1.0,0.0,0.0,Informatique,0.0,BAC technologique hors STMG,Inconnue,14,2012
1542,2014,SI,0.0,0.0,0.0,0.0,15.0,23.0,Sciences fondamentales et applications,23.0,Homme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,1,D,R2,0.0,0.0,0.0,Informatique,0.0,BAC technologique hors STMG,Passable premier groupe,14,2012
1543,2014,SI,0.0,2.0,1.0,0.0,37.0,134.0,Sciences fondamentales et applications,93.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,2.0,15,1,D,R4,0.0,0.0,0.0,Informatique,1.0,BAC professionnel,Passable premier groupe,14,2012
1544,2014,SI,0.0,0.0,0.0,1.0,6.0,29.0,Sciences fondamentales et applications,13.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,1,Q,R4,0.0,1.0,0.0,Informatique,0.0,BAC professionnel,Inconnue,14,2012
1545,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Homme,1,Sciences et sciences de l'ingénieur,En retard de plus d'un an,,15,1,Q,R2,,,,"Électronique, génie électrique",0.0,BAC L,Inconnue,15,2012
1546,2014,SI,1.0,,1.0,,,4.0,Sciences fondamentales et applications,,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,,15,1,A,R0,,,,"Électronique, génie électrique",0.0,BAC S,Très bien,15,2012
1547,2014,SI,1.0,,1.0,,,1.0,Sciences fondamentales et applications,,Homme,4,Sciences et sciences de l'ingénieur,En retard d'un an,,15,1,B,R1,,,,"Électronique, génie électrique",0.0,BAC STMG,Bien,15,2012
1548,2014,SI,0.0,1.0,0.0,0.0,1.0,1.0,Sciences fondamentales et applications,1.0,Homme,4,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,15,1,D,R1,0.0,0.0,0.0,Technologie et sciences industrielles,0.0,BAC STMG,Passable premier groupe,16,2012
1549,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Femme,1,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,2,Q,R0,0.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC L,Inconnue,41,2012
1550,2014,SI,2.0,3.0,2.0,0.0,4.0,2.0,Sciences fondamentales et applications,7.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,4.0,15,2,P,R0,1.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,0.0,BAC S,Passable deuxième groupe,41,2012
1551,2014,SI,1.0,1.0,1.0,0.0,1.0,2.0,Sciences fondamentales et applications,3.0,Femme,3,Sciences et sciences de l'ingénieur,En retard d'un an,2.0,15,2,D,R1,1.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,0.0,BAC S,Passable premier groupe,41,2012
1552,2014,SI,0.0,0.0,0.0,0.0,0.0,5.0,Sciences fondamentales et applications,2.0,Homme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,1,P,R1,0.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,0.0,BAC technologique hors STMG,Passable deuxième groupe,41,2012
1553,2014,SI,,0.0,,0.0,2.0,,Sciences fondamentales et applications,2.0,Femme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,2,D,R2,0.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC technologique hors STMG,Passable premier groupe,41,2012
1554,2014,SI,5.0,6.0,12.0,1.0,8.0,23.0,Sciences fondamentales et applications,25.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,22.0,15,2,D,R0,16.0,0.0,1.0,Mathématique et informatique,7.0,BAC S,Passable premier groupe,42,2012
1555,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Homme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,,15,1,B,R2,,,,Physique et chimie,0.0,BAC S,Bien,43,2012
1556,2014,SI,,0.0,,0.0,1.0,,Sciences fondamentales et applications,3.0,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,2,P,R1,0.0,0.0,0.0,Physique et chimie,,BAC technologique hors STMG,Passable deuxième groupe,43,2012
1557,2014,SI,,1.0,,0.0,1.0,,Sciences fondamentales et applications,2.0,Homme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,1.0,15,1,B,R2,0.0,0.0,0.0,Physique et chimie,,BAC technologique hors STMG,Bien,43,2012
1558,2014,SI,0.0,0.0,1.0,0.0,4.0,5.0,Sciences fondamentales et applications,5.0,Homme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,1,P,R0,0.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,1.0,BAC ES,Passable deuxième groupe,68,2012
1559,2014,SI,20.0,22.0,32.0,5.0,49.0,93.0,Sciences fondamentales et applications,127.0,Homme,3,Sciences et sciences de l'ingénieur,En retard d'un an,56.0,15,1,D,R1,34.0,5.0,0.0,Pluridisciplinaire sciences fondamentales et applications,12.0,BAC S,Passable premier groupe,68,2012
1560,2014,SI,1.0,,1.0,,,1.0,Sciences fondamentales et applications,,Homme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,,15,1,B,R2,,,,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC S,Bien,68,2012
1561,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Homme,4,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,15,1,C,R2,0.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,,BAC STMG,Assez bien,68,2012
1562,2014,SI,0.0,0.0,0.0,0.0,9.0,3.0,Sciences fondamentales et applications,14.0,Femme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,2,D,R0,0.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC technologique hors STMG,Passable premier groupe,68,2012
1563,2014,SI,0.0,0.0,0.0,0.0,0.0,1.0,Sciences fondamentales et applications,2.0,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,2,P,R1,0.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC technologique hors STMG,Passable deuxième groupe,68,2012
1564,2014,SI,0.0,0.0,0.0,0.0,5.0,4.0,Sciences fondamentales et applications,10.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,1,Q,R4,0.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC professionnel,Inconnue,68,2012
1565,2014,LLSH,3.0,0.0,3.0,0.0,1.0,4.0,Sciences humaines et sociales,5.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,4.0,6,2,B,R1,4.0,0.0,0.0,"Sociologie, démographie",0.0,BAC ES,Bien,33,2012
1566,2014,LLSH,8.0,2.0,15.0,3.0,11.0,49.0,Sciences humaines et sociales,70.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,18.0,6,2,D,R0,16.0,3.0,0.0,"Sociologie, démographie",7.0,BAC STMG,Passable premier groupe,33,2012
1567,2014,LLSH,0.0,0.0,1.0,0.0,0.0,1.0,Sciences humaines et sociales,9.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,8.0,6,2,A,R0,8.0,0.0,0.0,Sciences de l'éducation,1.0,BAC ES,Très bien,34,2012
1568,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,2.0,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,1.0,6,1,B,R4,1.0,0.0,0.0,Sciences de l'éducation,,BAC professionnel,Bien,34,2012
1569,2014,LLSH,1.0,0.0,2.0,0.0,1.0,4.0,Sciences humaines et sociales,2.0,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,0.0,6,1,C,R4,0.0,0.0,0.0,Sciences de l'éducation,1.0,BAC professionnel,Assez bien,34,2012
1570,2014,LLSH,,0.0,,0.0,1.0,,Sciences humaines et sociales,3.0,Homme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,6,1,Q,R0,1.0,0.0,0.0,Sciences de l'information et la communication,,BAC ES,Inconnue,35,2012
1571,2014,LLSH,1.0,1.0,1.0,0.0,1.0,1.0,Sciences humaines et sociales,1.0,Femme,2,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,6,2,Q,R2,0.0,0.0,0.0,Sciences de l'information et la communication,0.0,BAC ES,Inconnue,35,2012
1572,2014,LLSH,0.0,0.0,0.0,0.0,0.0,1.0,Sciences humaines et sociales,7.0,Homme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,6.0,6,1,A,R0,6.0,0.0,0.0,Sciences de l'information et la communication,0.0,BAC S,Très bien,35,2012
1573,2014,LLSH,2.0,0.0,2.0,0.0,0.0,4.0,Sciences humaines et sociales,1.0,Homme,3,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,1,C,R1,0.0,0.0,0.0,Sciences de l'information et la communication,0.0,BAC S,Assez bien,35,2012
1574,2014,LLSH,1.0,1.0,1.0,0.0,1.0,3.0,Sciences humaines et sociales,9.0,Femme,3,"Lettres, langues et sciences humaines",En retard d'un an,4.0,6,2,P,R1,3.0,0.0,0.0,Sciences de l'information et la communication,0.0,BAC S,Passable deuxième groupe,35,2012
1575,2014,LLSH,1.0,0.0,1.0,0.0,0.0,1.0,Sciences humaines et sociales,6.0,Homme,3,"Lettres, langues et sciences humaines",En retard de plus d'un an,4.0,6,1,D,R2,4.0,0.0,0.0,Sciences de l'information et la communication,0.0,BAC S,Passable premier groupe,35,2012
1576,2014,LLSH,1.0,0.0,3.0,0.0,2.0,14.0,Sciences humaines et sociales,6.0,Homme,4,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,1,P,R1,0.0,0.0,0.0,Sciences de l'information et la communication,2.0,BAC STMG,Passable deuxième groupe,35,2012
1577,2014,LLSH,1.0,,1.0,,,1.0,Sciences humaines et sociales,,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,,6,1,B,R1,,,,Sciences de l'information et la communication,0.0,BAC technologique hors STMG,Bien,35,2012
1578,2014,LLSH,0.0,0.0,0.0,0.0,0.0,1.0,Sciences humaines et sociales,3.0,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,2.0,6,1,P,R2,2.0,0.0,0.0,Sciences de l'information et la communication,0.0,BAC technologique hors STMG,Passable deuxième groupe,35,2012
1579,2014,LLSH,1.0,0.0,2.0,0.0,0.0,6.0,Sciences humaines et sociales,3.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,3.0,6,2,B,R1,3.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,1.0,BAC L,Bien,66,2012
1580,2014,LLSH,1.0,1.0,2.0,0.0,1.0,5.0,Sciences humaines et sociales,5.0,Homme,2,"Lettres, langues et sciences humaines",En retard de plus d'un an,5.0,6,1,C,R2,4.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,1.0,BAC ES,Assez bien,66,2012
1581,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Homme,4,"Lettres, langues et sciences humaines",En retard d'un an,1.0,6,1,B,R1,1.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,,BAC STMG,Bien,66,2012
1582,2014,LLSH,,0.0,,1.0,0.0,,Sciences humaines et sociales,1.0,Homme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,6,1,B,R2,0.0,1.0,0.0,Pluridisciplinaire sciences humaines et sociales,,BAC STMG,Bien,66,2012
1583,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,4.0,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,3.0,6,1,B,R1,3.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,,BAC technologique hors STMG,Bien,66,2012
1584,2014,LLSH,1.0,0.0,1.0,0.0,6.0,16.0,Sciences humaines et sociales,17.0,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,3.0,6,1,Q,R4,3.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,0.0,BAC professionnel,Inconnue,66,2012
1585,2014,LLSH,2.0,2.0,3.0,0.0,3.0,14.0,"Pluridisciplinaire lettres, langues, sciences humaines",6.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,32,2,P,R0,0.0,0.0,0.0,"Pluridisciplinaire lettres, langues, sciences humaines",1.0,BAC L,Passable deuxième groupe,67,2012
1586,2014,LLSH,1.0,0.0,1.0,0.0,0.0,4.0,"Pluridisciplinaire lettres, langues, sciences humaines",6.0,Homme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,32,1,A,R0,4.0,0.0,0.0,"Pluridisciplinaire lettres, langues, sciences humaines",0.0,BAC S,Très bien,67,2012
1587,2014,LLSH,1.0,,1.0,,,1.0,"Pluridisciplinaire lettres, langues, sciences humaines",,Femme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,,32,2,C,R2,,,,"Pluridisciplinaire lettres, langues, sciences humaines",0.0,BAC STMG,Assez bien,67,2012
1588,2014,SANTE,3.0,0.0,4.0,0.0,0.0,4.0,Médecine,4.0,Femme,3,Santé,A l'heure ou en avance,4.0,11,2,A,R0,4.0,0.0,0.0,Médecine,1.0,BAC S,Très bien,7,2012
1589,2014,SI,0.0,,0.0,,,2.0,"Sciences de la vie, de la terre et de l'univers",,Homme,3,Sciences et sciences de l'ingénieur,En retard d'un an,,9,1,Q,R1,,,,Sciences de l'univers,0.0,BAC S,Inconnue,5,2012
1590,2014,SI,1.0,,1.0,,,5.0,"Sciences de la vie, de la terre et de l'univers",,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,,9,2,Q,R1,,,,Sciences de l'univers,0.0,BAC technologique hors STMG,Inconnue,5,2012
1591,2014,SI,0.0,0.0,0.0,0.0,0.0,2.0,"Sciences de la vie, de la terre et de l'univers",1.0,Femme,1,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,9,2,Q,R1,1.0,0.0,0.0,Sciences de la vie,0.0,BAC L,Inconnue,6,2012
1592,2014,SI,1.0,4.0,3.0,1.0,12.0,13.0,"Sciences de la vie, de la terre et de l'univers",21.0,Femme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,5.0,9,2,P,R0,1.0,0.0,1.0,Sciences de la vie,2.0,BAC ES,Passable deuxième groupe,6,2012
1593,2014,SI,,0.0,,0.0,0.0,,"Sciences de la vie, de la terre et de l'univers",1.0,Femme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,0.0,9,2,A,R2,0.0,0.0,0.0,Sciences de la vie,,BAC technologique hors STMG,Très bien,6,2012
1594,2014,SI,,0.0,,0.0,0.0,,"Sciences de la vie, de la terre et de l'univers",1.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,9,1,A,R4,0.0,0.0,0.0,Sciences de la vie,,BAC professionnel,Très bien,6,2012
1595,2014,SI,,0.0,,0.0,0.0,,"Sciences de la vie, de la terre et de l'univers",1.0,Homme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,9,1,C,R0,1.0,0.0,0.0,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",,BAC ES,Assez bien,69,2012
1596,2014,SI,0.0,1.0,2.0,0.0,1.0,9.0,"Sciences de la vie, de la terre et de l'univers",3.0,Femme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,9,2,C,R0,0.0,0.0,0.0,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",2.0,BAC ES,Assez bien,69,2012
1597,2014,SI,9.0,2.0,14.0,0.0,4.0,26.0,"Sciences de la vie, de la terre et de l'univers",22.0,Homme,3,Sciences et sciences de l'ingénieur,En retard d'un an,14.0,9,1,C,R1,12.0,0.0,0.0,"Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers",5.0,BAC S,Assez bien,69,2012
